-0.1211  	0.80845  	-0.2504  	-0.6356  	-0.7245  	-0.5202  	0.82906  	0.31179  	0.47823  	0.44366  	0.67492  	0.46347  	0.02019  	-0.2361  	-0.9855  	0.45551  	0.35724  	0.55728  	0.30860  	0.26967  	-0.0618  	0.42262  	0.09114  	-0.1743  	0.29725  	-0.0108  	-0.2617  	-0.3511  	-0.2428  	-0.2785  	-0.1594  	-0.1298  	0.23152  	-0.1083  	0.32141  	0.12195  	0.34830  	-0.1088  	-0.2531  	0.33052  	0.06048  	-0.1547  	-0.0050  	0.03543  	-0.0649  	-0.0382  	0.01016  	0.11011  	0.06918  	-0.0807  	-0.0088  	-0.0433  	-0.0385  	-0.0298  	-0.0292  	0.00883  	0.00029  	-0.0058  	0.00819  	-0.0272  	-0.0029  	0.08120  	0.02718  	0.02540  	0.06569  	0.34598  	-0.1530  	-0.0121  	-0.0220  	0.70758  	
-0.5841  	0.58892  	-0.5809  	-0.7632  	-0.6699  	-0.8189  	0.83989  	0.21220  	0.40143  	0.51867  	0.75865  	0.46637  	-0.0458  	-0.4260  	-1.2264  	0.32884  	0.29904  	0.64525  	0.33479  	0.37468  	-0.2261  	0.41898  	0.02364  	-0.2286  	0.32196  	0.00204  	-0.3907  	-0.1869  	-0.0754  	-0.2987  	-0.1701  	-0.1686  	0.20305  	-0.0948  	0.25840  	0.23389  	0.23604  	-0.1529  	-0.2304  	0.36650  	0.04124  	-0.1427  	-0.0482  	0.03563  	-0.0493  	-0.0395  	0.01595  	0.09206  	0.07592  	-0.0898  	-0.0146  	-0.0451  	-0.0442  	-0.0315  	-0.0237  	-0.0083  	0.01368  	0.00628  	0.00230  	-0.0195  	-0.0153  	0.05976  	0.02920  	0.02461  	0.06864  	0.34341  	-0.1490  	-0.0105  	-0.0242  	0.70360  	
-0.7134  	0.54987  	-0.5903  	-0.7574  	-0.6444  	-0.8518  	0.88703  	0.19210  	0.38760  	0.50095  	0.79453  	0.48470  	-0.0877  	-0.5308  	-1.1279  	0.29242  	0.30636  	0.63266  	0.30500  	0.41688  	-0.1782  	0.41432  	0.02349  	-0.2174  	0.31655  	-0.0220  	-0.3434  	-0.2334  	-0.1106  	-0.3127  	-0.1754  	-0.1726  	0.21154  	-0.0864  	0.26903  	0.23738  	0.23406  	-0.1424  	-0.2292  	0.35430  	0.02800  	-0.1169  	-0.0687  	0.00086  	-0.0359  	-0.0363  	0.02119  	0.09372  	0.07505  	-0.0844  	0.00072  	-0.0369  	-0.0418  	-0.0286  	-0.0220  	-0.0083  	0.02238  	0.01104  	0.00778  	-0.0335  	-0.0183  	0.05650  	0.02408  	0.02039  	0.07062  	0.34094  	-0.1460  	-0.0089  	-0.0262  	0.70006  	
-0.7316  	0.54202  	-0.6011  	-0.8110  	-0.6771  	-0.8937  	0.87983  	0.14787  	0.37503  	0.57551  	0.83708  	0.46794  	-0.1156  	-0.6043  	-1.1734  	0.26185  	0.31546  	0.63371  	0.28992  	0.43497  	-0.1767  	0.40632  	0.01419  	-0.2380  	0.32878  	-0.0208  	-0.3122  	-0.2389  	-0.1564  	-0.3055  	-0.1647  	-0.1818  	0.20852  	-0.0833  	0.28137  	0.23495  	0.23774  	-0.1433  	-0.2325  	0.35963  	0.00914  	-0.1241  	-0.0629  	0.00013  	-0.0307  	-0.0412  	0.01371  	0.08562  	0.07215  	-0.0761  	0.00719  	-0.0374  	-0.0455  	-0.0261  	-0.0261  	-0.0087  	0.01742  	0.00625  	0.00237  	-0.0312  	-0.0204  	0.05383  	0.03464  	0.02200  	0.07165  	0.33856  	-0.1439  	-0.0074  	-0.0280  	0.69696  	
-0.7458  	0.54379  	-0.5969  	-0.9230  	-0.7254  	-0.9171  	0.86396  	0.14689  	0.37603  	0.58921  	0.88042  	0.42604  	-0.1233  	-0.6136  	-1.2163  	0.23432  	0.34052  	0.61579  	0.31155  	0.40215  	-0.1286  	0.39481  	0.04659  	-0.2522  	0.33216  	-0.0090  	-0.2821  	-0.2589  	-0.1610  	-0.3021  	-0.1628  	-0.1760  	0.19981  	-0.0977  	0.29300  	0.23276  	0.28115  	-0.1390  	-0.2451  	0.33226  	0.01861  	-0.1330  	-0.0538  	0.00810  	-0.0327  	-0.0377  	0.01254  	0.07521  	0.06190  	-0.0746  	0.00674  	-0.0426  	-0.0466  	-0.0306  	-0.0279  	-0.0052  	0.01389  	0.00487  	0.00125  	-0.0301  	-0.0188  	0.05785  	0.03557  	0.02677  	0.07172  	0.33628  	-0.1428  	-0.0059  	-0.0295  	0.69430  	
-0.7145  	0.54975  	-0.5489  	-0.9879  	-0.7714  	-0.9122  	0.82527  	0.15871  	0.38983  	0.56274  	0.86219  	0.37550  	-0.1370  	-0.6193  	-1.2501  	0.23615  	0.37275  	0.61430  	0.33841  	0.34312  	-0.0933  	0.36014  	0.10653  	-0.2477  	0.36299  	-0.0144  	-0.2644  	-0.2889  	-0.1709  	-0.2922  	-0.1724  	-0.1548  	0.18191  	-0.0990  	0.28603  	0.20995  	0.30834  	-0.1233  	-0.2300  	0.32482  	0.03030  	-0.1506  	-0.0498  	0.02824  	-0.0421  	-0.0354  	0.01496  	0.07071  	0.05966  	-0.0820  	0.00673  	-0.0453  	-0.0420  	-0.0265  	-0.0297  	-0.0025  	0.01171  	0.00876  	0.00263  	-0.0220  	-0.0177  	0.05814  	0.03750  	0.03106  	0.07083  	0.33410  	-0.1426  	-0.0045  	-0.0308  	0.69207  	
-0.6227  	0.56948  	-0.4458  	-1.1150  	-0.8823  	-0.8040  	0.83613  	0.12354  	0.37089  	0.55740  	0.79875  	0.30586  	-0.1345  	-0.6852  	-1.2747  	0.21826  	0.42711  	0.60635  	0.33266  	0.27834  	-0.1809  	0.38151  	0.18410  	-0.2290  	0.43208  	-0.0249  	-0.2458  	-0.3124  	-0.1241  	-0.2769  	-0.1491  	-0.1410  	0.16267  	-0.1021  	0.21683  	0.25373  	0.29150  	-0.1114  	-0.2054  	0.33694  	0.10252  	-0.1549  	-0.0285  	0.04459  	-0.0480  	-0.0350  	0.01164  	0.08140  	0.06915  	-0.0872  	-0.0002  	-0.0384  	-0.0404  	-0.0302  	-0.0192  	-0.0101  	0.00858  	0.01136  	0.00494  	-0.0245  	-0.0157  	0.05858  	0.03725  	0.02928  	0.06899  	0.33202  	-0.1435  	-0.0031  	-0.0319  	0.69029  	
-0.5225  	0.67679  	-0.4003  	-0.9475  	-0.7963  	-0.6316  	0.83653  	0.18653  	0.40156  	0.46241  	0.59620  	0.35265  	-0.0846  	-0.5796  	-1.0947  	0.27138  	0.39715  	0.62456  	0.36684  	0.26577  	-0.1816  	0.45240  	0.18981  	-0.2325  	0.39617  	-0.0192  	-0.2171  	-0.2865  	-0.0687  	-0.2774  	-0.1646  	-0.1527  	0.16254  	-0.1166  	0.16309  	0.19898  	0.26235  	-0.1362  	-0.1926  	0.39386  	0.11107  	-0.1668  	-0.0042  	0.05894  	-0.0470  	-0.0410  	0.00922  	0.09790  	0.06451  	-0.0861  	-0.0011  	-0.0363  	-0.0458  	-0.0281  	-0.0227  	-0.0069  	0.01463  	-0.0007  	0.00501  	-0.0243  	-0.0179  	0.06369  	0.03028  	0.02552  	0.06497  	0.33057  	-0.1450  	-0.0009  	-0.0328  	0.67405  	
-0.2496  	0.76158  	-0.2606  	-0.5821  	-0.6287  	-0.5063  	0.84292  	0.27113  	0.44234  	0.42271  	0.50703  	0.47968  	-0.0232  	-0.3633  	-0.9209  	0.33895  	0.35047  	0.58429  	0.32935  	0.26228  	-0.1213  	0.44101  	0.13196  	-0.2054  	0.33221  	-0.0276  	-0.2600  	-0.3212  	-0.1365  	-0.2758  	-0.1670  	-0.1405  	0.18644  	-0.1016  	0.27169  	0.16130  	0.29030  	-0.1296  	-0.1980  	0.39707  	0.08621  	-0.1684  	-0.0064  	0.06251  	-0.0575  	-0.0376  	0.01872  	0.10934  	0.06760  	-0.0817  	0.01945  	-0.0427  	-0.0453  	-0.0309  	-0.0208  	0.00029  	0.01034  	0.00658  	0.00967  	-0.0287  	-0.0156  	0.06569  	0.01951  	0.02541  	0.05941  	0.32813  	-0.1487  	0.00030  	-0.0333  	0.67706  	
0.01135  	0.81853  	-0.1216  	-0.5515  	-0.6849  	-0.3853  	0.84480  	0.36162  	0.47737  	0.38149  	0.56476  	0.43524  	-0.0026  	-0.2133  	-0.7590  	0.41173  	0.38971  	0.49839  	0.36557  	0.17709  	0.08001  	0.46903  	0.16183  	-0.1459  	0.39225  	-0.0538  	-0.0783  	-0.5582  	-0.2989  	-0.2647  	-0.1979  	-0.0987  	0.17934  	-0.1215  	0.40341  	0.12088  	0.44634  	-0.0565  	-0.2899  	0.33598  	0.01323  	-0.1540  	-0.0193  	0.04542  	-0.0537  	-0.0380  	0.01556  	0.10578  	0.07748  	-0.0729  	0.00278  	-0.0400  	-0.0387  	-0.0214  	-0.0188  	0.01134  	0.00598  	0.00223  	0.00171  	-0.0247  	-0.0129  	0.06871  	0.02842  	0.02186  	0.05540  	0.32577  	-0.1530  	0.00134  	-0.0339  	0.69205  	
