0.10205  	0.84730  	-0.0515  	-0.5687  	-0.7789  	-0.3021  	0.84742  	0.42703  	0.51793  	0.30668  	0.72360  	0.45348  	-0.0457  	-0.2391  	-0.7851  	0.48071  	0.39469  	0.44537  	0.34813  	0.10176  	0.20538  	0.46142  	0.24854  	-0.0897  	0.33937  	-0.0721  	-0.0117  	-0.6689  	-0.4433  	-0.2712  	-0.2022  	-0.0621  	0.18834  	-0.1189  	0.46208  	0.06336  	0.57717  	-0.0058  	-0.3428  	0.27267  	-0.0060  	-0.1561  	-0.0189  	0.04407  	-0.0570  	-0.0381  	0.00890  	0.09918  	0.07788  	-0.0788  	-0.0068  	-0.0365  	-0.0327  	-0.0171  	-0.0231  	0.01352  	-0.0013  	0.00582  	-0.0011  	-0.0184  	-0.0132  	0.06788  	0.03185  	0.02644  	0.06577  	0.34410  	-0.1483  	-0.0116  	-0.0219  	0.68800  	
0.10205  	0.84730  	-0.0515  	-0.5687  	-0.7789  	-0.3021  	0.84742  	0.42703  	0.51793  	0.30668  	0.72360  	0.45348  	-0.0457  	-0.2391  	-0.7851  	0.48071  	0.39469  	0.44537  	0.34813  	0.10176  	0.20538  	0.46142  	0.24854  	-0.0897  	0.33937  	-0.0721  	-0.0117  	-0.6689  	-0.4433  	-0.2712  	-0.2022  	-0.0621  	0.18834  	-0.1189  	0.46208  	0.06336  	0.57717  	-0.0058  	-0.3428  	0.27267  	-0.0060  	-0.1561  	-0.0189  	0.04407  	-0.0570  	-0.0381  	0.00890  	0.09918  	0.07788  	-0.0788  	-0.0068  	-0.0365  	-0.0327  	-0.0171  	-0.0231  	0.01352  	-0.0013  	0.00582  	-0.0011  	-0.0184  	-0.0132  	0.06788  	0.03185  	0.02644  	0.06925  	0.34849  	-0.1471  	-0.0124  	-0.0212  	0.67079  	
0.10205  	0.84730  	-0.0515  	-0.5687  	-0.7789  	-0.3021  	0.84742  	0.42703  	0.51793  	0.30668  	0.72360  	0.45348  	-0.0457  	-0.2391  	-0.7851  	0.48071  	0.39469  	0.44537  	0.34813  	0.10176  	0.20538  	0.46142  	0.24854  	-0.0897  	0.33937  	-0.0721  	-0.0117  	-0.6689  	-0.4433  	-0.2712  	-0.2022  	-0.0621  	0.18834  	-0.1189  	0.46208  	0.06336  	0.57717  	-0.0058  	-0.3428  	0.27267  	-0.0060  	-0.1561  	-0.0189  	0.04407  	-0.0570  	-0.0381  	0.00890  	0.09918  	0.07788  	-0.0788  	-0.0068  	-0.0365  	-0.0327  	-0.0171  	-0.0231  	0.01352  	-0.0013  	0.00582  	-0.0011  	-0.0184  	-0.0132  	0.06788  	0.03185  	0.02644  	0.07226  	0.35200  	-0.1461  	-0.0132  	-0.0207  	0.65574  	
0.11030  	0.84693  	-0.0556  	-0.5416  	-0.7533  	-0.2951  	0.86564  	0.41184  	0.51231  	0.33323  	0.71080  	0.45787  	-0.0397  	-0.2470  	-0.8236  	0.49033  	0.38755  	0.45539  	0.34516  	0.13893  	0.17512  	0.45915  	0.21681  	-0.1047  	0.35837  	-0.0640  	-0.0289  	-0.6290  	-0.4043  	-0.2768  	-0.2034  	-0.0657  	0.20369  	-0.1156  	0.43703  	0.09354  	0.54583  	-0.0207  	-0.3277  	0.28094  	-0.0034  	-0.1559  	-0.0105  	0.04814  	-0.0552  	-0.0377  	0.01190  	0.10227  	0.07985  	-0.0769  	-0.0045  	-0.0380  	-0.0323  	-0.0177  	-0.0213  	0.01170  	0.00030  	0.00295  	-0.0003  	-0.0202  	-0.0112  	0.06547  	0.03419  	0.02468  	0.07481  	0.35463  	-0.1452  	-0.0140  	-0.0203  	0.64283  	
-0.2450  	0.72285  	-0.3215  	-0.7180  	-0.7483  	-0.5516  	0.79365  	0.24154  	0.43897  	0.47058  	0.74572  	0.49438  	-0.0390  	-0.4354  	-1.0674  	0.45642  	0.35165  	0.58678  	0.29880  	0.35627  	-0.0585  	0.37092  	0.07348  	-0.2540  	0.32176  	-0.0144  	-0.3044  	-0.2490  	-0.2145  	-0.2908  	-0.1703  	-0.1092  	0.20561  	-0.1000  	0.27461  	0.18857  	0.32855  	-0.1074  	-0.2327  	0.34622  	0.08317  	-0.1574  	-0.0105  	0.03804  	-0.0574  	-0.0316  	0.02005  	0.09935  	0.06645  	-0.0740  	0.00360  	-0.0417  	-0.0319  	-0.0229  	-0.0215  	0.00818  	0.00670  	-6.7353  	0.00341  	-0.0228  	-0.0115  	0.07565  	0.02215  	0.03177  	0.07689  	0.35637  	-0.1446  	-0.0147  	-0.0200  	0.63206  	
-0.7184  	0.53412  	-0.7143  	-1.0331  	-0.7609  	-0.8630  	0.85330  	0.08844  	0.34693  	0.55070  	0.92939  	0.47914  	-0.1219  	-0.6994  	-1.4823  	0.27557  	0.28019  	0.65745  	0.32282  	0.36195  	-0.3046  	0.42852  	0.04581  	-0.3152  	0.27841  	0.02897  	-0.4233  	-0.0889  	-0.0977  	-0.3110  	-0.1666  	-0.1524  	0.16963  	-0.1010  	0.19550  	0.31503  	0.18746  	-0.1542  	-0.1894  	0.30424  	0.07886  	-0.1350  	-0.0611  	0.02060  	-0.0599  	-0.0395  	0.00494  	0.11502  	0.09371  	-0.0894  	0.00715  	-0.0530  	-0.0440  	-0.0327  	-0.0137  	-0.0032  	0.01178  	0.01148  	0.00809  	-0.0191  	-0.0094  	0.05514  	0.03121  	0.02959  	0.07851  	0.35723  	-0.1441  	-0.0155  	-0.0199  	0.62344  	
-0.9374  	0.50452  	-0.7307  	-1.1661  	-0.7846  	-1.0007  	0.83386  	0.14046  	0.35459  	0.64923  	0.95205  	0.39916  	-0.1334  	-0.6426  	-1.5553  	0.20955  	0.27772  	0.59742  	0.33827  	0.32682  	-0.2473  	0.43447  	0.12296  	-0.2853  	0.30450  	0.02131  	-0.4011  	-0.1637  	-0.0773  	-0.3142  	-0.1717  	-0.1804  	0.18080  	-0.0980  	0.18117  	0.27350  	0.17886  	-0.1717  	-0.1917  	0.34954  	0.04368  	-0.1430  	-0.0783  	0.02683  	-0.0515  	-0.0574  	0.03090  	0.11897  	0.06763  	-0.0780  	-0.0030  	-0.0480  	-0.0397  	-0.0190  	-0.0214  	-0.0171  	0.02015  	0.00272  	-0.0068  	-0.0138  	-0.0142  	0.05433  	0.03343  	0.03216  	0.07966  	0.35721  	-0.1439  	-0.0162  	-0.0199  	0.61696  	
-0.8532  	0.52981  	-0.6790  	-1.0287  	-0.7263  	-0.9692  	0.81655  	0.18733  	0.36946  	0.69840  	0.88157  	0.46394  	-0.1120  	-0.5402  	-1.4548  	0.21385  	0.29476  	0.57753  	0.34688  	0.34266  	-0.2191  	0.45099  	0.13517  	-0.2124  	0.29976  	0.01277  	-0.3273  	-0.1555  	-0.0919  	-0.2996  	-0.1748  	-0.1828  	0.19505  	-0.0846  	0.24896  	0.20282  	0.21873  	-0.1762  	-0.2165  	0.37143  	0.02596  	-0.1253  	-0.0804  	0.03390  	-0.0511  	-0.0550  	0.02714  	0.09631  	0.06445  	-0.0820  	-0.0053  	-0.0415  	-0.0343  	-0.0200  	-0.0261  	-0.0159  	0.01448  	0.00314  	0.00256  	-0.0134  	-0.0133  	0.06572  	0.02160  	0.02881  	0.08045  	0.35577  	-0.1437  	-0.0163  	-0.0209  	0.61591  	
-0.8123  	0.54154  	-0.6269  	-0.9464  	-0.7281  	-0.9596  	0.81549  	0.19529  	0.36165  	0.67328  	0.84724  	0.45030  	-0.1104  	-0.5111  	-1.3641  	0.20840  	0.29096  	0.58628  	0.35016  	0.38698  	-0.1965  	0.40939  	0.08697  	-0.2156  	0.31390  	0.00548  	-0.3240  	-0.1772  	-0.0948  	-0.3037  	-0.1779  	-0.1830  	0.19251  	-0.0929  	0.26316  	0.20683  	0.22590  	-0.1692  	-0.2162  	0.36448  	0.02896  	-0.1257  	-0.0797  	0.03586  	-0.0375  	-0.0494  	0.02200  	0.08788  	0.06441  	-0.0788  	-0.0125  	-0.0434  	-0.0335  	-0.0225  	-0.0271  	-0.0160  	0.01644  	0.00599  	0.01235  	-0.0133  	-0.0158  	0.06635  	0.02223  	0.02536  	0.07957  	0.35388  	-0.1439  	-0.0170  	-0.0209  	0.61379  	
-0.7852  	0.57198  	-0.5856  	-0.9548  	-0.7527  	-0.9222  	0.81311  	0.21501  	0.35900  	0.65269  	0.84286  	0.44443  	-0.1072  	-0.5122  	-1.3536  	0.20414  	0.30279  	0.58486  	0.35694  	0.36519  	-0.1680  	0.39264  	0.09005  	-0.2325  	0.34101  	0.00179  	-0.2955  	-0.2123  	-0.0765  	-0.2749  	-0.1726  	-0.1791  	0.16703  	-0.0945  	0.26436  	0.22061  	0.24900  	-0.1533  	-0.2037  	0.35570  	0.03660  	-0.1267  	-0.0712  	0.02519  	-0.0340  	-0.0420  	0.01640  	0.07977  	0.06166  	-0.0732  	-0.0068  	-0.0464  	-0.0362  	-0.0245  	-0.0269  	-0.0110  	0.01482  	0.01078  	0.01228  	-0.0145  	-0.0183  	0.07049  	0.02465  	0.02553  	0.07941  	0.35073  	-0.1442  	-0.0179  	-0.0208  	0.60783  	
